shipment_id,origin,destination,distance_km,cargo_type,vehicle_type,departure_time,hour,cargo_weight,traffic_level,weather,status,delay_hours
SHP26278,Nairobi,São Paulo,2499.3,general,truck,2024-10-01 18:08,18,8536.5,0.82,rain,delayed,15.35
SHP26279,Chennai,Chicago,3897.8,food,air,2023-03-28 05:49,5,2286.8,0.77,cloudy,delayed,7.93
SHP26280,Chennai,Tokyo,3829.6,clothing,van,2023-02-09 20:34,20,643.0,0.67,cloudy,delivered,0.0
SHP26281,Sydney,Delhi,1288.1,medicine,truck,2024-07-14 06:04,6,8996.0,0.22,fog,delayed,8.34
SHP26282,Bangalore,Toronto,4789.1,electronics,truck,2023-09-15 16:53,16,9036.1,0.59,storm,delivered,0.0
SHP26283,Bangkok,London,2828.0,food,van,2023-04-13 07:42,7,845.3,0.93,storm,delayed,19.81
SHP26284,Nairobi,Toronto,1101.6,general,truck,2023-12-20 08:33,8,7882.1,0.94,rain,delayed,13.0
SHP26285,Tokyo,Sydney,2086.2,medicine,truck,2024-08-25 15:26,15,5745.7,0.35,clear,delayed,7.93
SHP26286,Delhi,New York,1262.0,clothing,rail,2024-10-31 14:02,14,2720.3,0.67,storm,delivered,0.0
SHP26287,Dubai,Amsterdam,3337.8,electronics,van,2024-08-24 16:51,16,3200.2,0.63,storm,delivered,0.0
SHP26288,New York,São Paulo,4665.3,general,rail,2023-10-25 23:00,23,2748.3,0.57,clear,in_transit,0.0
SHP26289,Cairo,São Paulo,4124.2,general,van,2023-05-07 03:16,3,950.2,0.37,rain,in_transit,0.0
SHP26290,Dubai,Nairobi,1349.9,medicine,truck,2023-05-14 18:45,18,2579.1,0.91,cloudy,delivered,0.0
SHP26291,Dubai,Singapore,122.7,clothing,van,2024-11-30 16:57,16,5716.7,0.96,storm,delayed,15.32
SHP26292,Amsterdam,Shanghai,4680.2,food,air,2023-01-18 19:50,19,1519.4,0.85,rain,delayed,14.26
SHP26293,Kolkata,Los Angeles,4136.3,general,truck,2023-12-29 19:13,19,3670.6,0.3,cloudy,in_transit,0.0
SHP26294,Delhi,Toronto,2846.4,food,rail,2024-06-07 12:23,12,2801.6,0.44,clear,in_transit,0.0
SHP26295,Toronto,Kolkata,579.1,medicine,air,2023-03-02 16:55,16,1225.8,0.78,rain,delayed,10.61
SHP26296,Sydney,Cairo,3307.5,electronics,rail,2023-09-26 21:31,21,7199.5,0.53,cloudy,in_transit,0.0
SHP26297,Cairo,Chennai,3069.4,general,rail,2023-09-21 16:18,16,5140.6,0.96,rain,in_transit,0.0
SHP26298,Houston,Bangalore,3854.5,medicine,van,2023-09-26 21:03,21,9824.7,1.0,storm,delayed,19.89
SHP26299,Sydney,Toronto,2142.7,electronics,rail,2023-09-19 17:46,17,496.6,0.63,rain,in_transit,0.0
SHP26300,Chicago,Toronto,4376.5,food,van,2023-04-09 14:02,14,4328.8,0.89,storm,delayed,17.62
SHP26301,Houston,Dubai,4647.0,general,van,2024-10-11 19:31,19,7925.1,0.47,rain,delayed,12.68
SHP26302,Paris,Bangkok,3174.2,medicine,van,2023-04-05 10:39,10,4860.2,0.37,fog,delayed,16.13
SHP26303,Hyderabad,London,4203.3,general,truck,2024-12-31 14:14,14,1722.0,0.4,clear,delayed,12.52
SHP26304,Kolkata,London,3888.5,general,truck,2024-01-06 07:22,7,8720.5,0.52,rain,delayed,13.53
SHP26305,Singapore,Shanghai,2363.8,clothing,truck,2023-10-30 22:51,22,638.8,0.79,cloudy,delivered,0.0
SHP26306,Chicago,Toronto,3999.1,food,van,2023-09-11 00:29,0,6499.4,0.79,clear,delayed,8.04
SHP26307,Los Angeles,Mumbai,184.8,medicine,air,2024-05-04 01:16,1,3883.5,0.23,rain,delivered,0.0
SHP26308,Miami,Houston,3361.5,general,air,2024-08-27 12:32,12,9717.1,0.31,fog,delayed,12.26
SHP26309,Madrid,Singapore,4256.3,general,truck,2023-06-25 12:01,12,8941.2,0.67,clear,delayed,6.36
SHP26310,Toronto,Kolkata,2195.3,general,van,2023-10-13 02:56,2,5208.1,0.81,clear,delayed,6.58
SHP26311,Singapore,Bangalore,233.5,electronics,air,2023-08-13 11:24,11,2793.9,0.79,clear,delivered,0.0
SHP26312,Sydney,Dubai,332.3,food,truck,2024-10-30 20:22,20,6663.2,0.21,fog,delivered,0.0
SHP26313,Chicago,Berlin,3744.4,clothing,air,2024-06-08 11:53,11,5396.7,0.54,cloudy,delivered,0.0
SHP26314,Singapore,Miami,1628.7,medicine,truck,2023-02-10 12:42,12,4815.3,0.71,rain,delayed,15.39
SHP26315,Amsterdam,London,3808.9,medicine,van,2024-09-13 23:17,23,6516.9,0.82,cloudy,delayed,12.53
SHP26316,Houston,Bangalore,2331.2,clothing,truck,2023-12-20 08:48,8,6413.2,0.73,cloudy,in_transit,0.0
SHP26317,Mumbai,Los Angeles,837.2,clothing,air,2024-04-22 07:04,7,3543.0,0.32,rain,delivered,0.0
SHP26318,Delhi,Nairobi,1568.8,medicine,air,2023-12-12 09:19,9,1758.2,0.28,storm,in_transit,0.0
SHP26319,Bangkok,London,1818.0,medicine,truck,2023-11-01 12:20,12,6606.4,0.82,fog,delayed,7.68
SHP26320,Cairo,Sydney,3006.3,clothing,rail,2023-03-20 05:13,5,2005.6,0.45,fog,delivered,0.0
SHP26321,Toronto,London,4812.4,medicine,truck,2023-09-07 12:55,12,319.7,0.45,storm,delayed,12.26
SHP26322,Berlin,Madrid,2281.0,general,air,2023-11-05 14:30,14,880.2,0.92,storm,in_transit,0.0
SHP26323,Chennai,Singapore,4131.5,general,air,2023-08-12 14:44,14,7699.5,0.57,storm,delayed,16.94
SHP26324,New York,São Paulo,1152.3,electronics,truck,2024-03-13 08:30,8,568.2,0.62,clear,delayed,11.87
SHP26325,London,Tokyo,693.5,clothing,truck,2024-07-12 08:55,8,2118.3,0.43,cloudy,delayed,3.08
SHP26326,Tokyo,Singapore,4839.5,electronics,truck,2024-03-03 23:33,23,1152.1,0.71,rain,delayed,16.44
SHP26327,Singapore,São Paulo,2366.4,medicine,truck,2024-05-26 03:44,3,8193.4,0.62,fog,delivered,0.0
SHP26328,Shanghai,Hyderabad,1275.8,food,van,2023-12-12 09:35,9,4553.6,0.8,storm,delayed,20.76
SHP26329,Shanghai,Dubai,570.8,clothing,air,2024-02-23 15:00,15,5709.2,0.66,storm,delayed,18.04
SHP26330,Shanghai,Berlin,1138.2,electronics,air,2023-03-08 18:19,18,755.5,0.57,storm,delayed,16.74
SHP26331,London,Toronto,706.1,food,rail,2023-01-24 12:11,12,4815.9,0.92,cloudy,in_transit,0.0
SHP26332,Mumbai,Toronto,4386.6,food,rail,2024-02-11 19:50,19,9171.3,0.6,cloudy,in_transit,0.0
SHP26333,Miami,Cairo,345.5,medicine,rail,2023-12-18 05:01,5,8411.4,0.71,storm,delayed,15.06
SHP26334,Tokyo,Bangalore,2154.6,electronics,air,2024-09-04 05:00,5,7968.4,0.74,clear,in_transit,0.0
SHP26335,Chicago,Nairobi,3952.0,medicine,van,2023-09-01 00:55,0,2409.9,0.49,cloudy,delayed,4.53
SHP26336,Miami,Mumbai,2176.9,food,truck,2023-08-05 16:43,16,8890.9,0.46,clear,delivered,0.0
SHP26337,Miami,Bangkok,4851.5,clothing,rail,2023-02-10 21:33,21,5003.5,0.53,cloudy,delayed,17.31
SHP26338,Cairo,Dubai,3576.0,food,truck,2024-01-24 04:34,4,5654.7,0.52,fog,delayed,11.54
SHP26339,Hyderabad,Nairobi,3710.6,electronics,rail,2024-09-22 13:01,13,6681.3,0.69,clear,in_transit,0.0
SHP26340,Singapore,New York,1599.9,medicine,rail,2023-04-29 03:58,3,2318.8,0.9,fog,delayed,10.64
SHP26341,Tokyo,Amsterdam,3713.1,food,air,2024-10-09 16:31,16,9434.1,0.87,rain,delivered,0.0
SHP26342,São Paulo,Singapore,3477.0,general,truck,2023-07-24 10:10,10,2107.6,1.0,cloudy,delayed,13.49
SHP26343,Nairobi,Chicago,4387.5,medicine,rail,2024-06-27 07:20,7,6302.4,0.9,storm,delayed,26.24
SHP26344,Chicago,Dubai,4262.1,clothing,van,2024-09-27 09:27,9,7665.9,0.3,fog,delayed,21.58
SHP26345,Hyderabad,Paris,3232.6,medicine,truck,2024-04-18 07:07,7,1489.2,0.44,storm,delayed,18.49
SHP26346,Dubai,Mumbai,2477.2,electronics,air,2024-08-11 22:36,22,8166.6,0.43,storm,delayed,17.27
SHP26347,Bangalore,Los Angeles,2604.7,electronics,van,2023-04-02 00:28,0,3191.8,0.37,rain,in_transit,0.0
SHP26348,Sydney,Nairobi,3479.2,clothing,air,2023-01-16 11:17,11,7022.5,0.47,rain,delayed,11.72
SHP26349,São Paulo,Tokyo,4369.1,electronics,truck,2024-12-20 07:23,7,4942.5,0.69,rain,delayed,13.72
SHP26350,London,Singapore,1772.4,clothing,truck,2023-06-18 07:48,7,7649.4,0.23,fog,in_transit,0.0
SHP26351,New York,Chicago,1405.0,electronics,air,2023-11-21 13:50,13,4383.7,0.71,fog,in_transit,0.0
SHP26352,Miami,Singapore,141.2,food,rail,2023-03-07 03:28,3,8466.4,0.91,fog,delivered,0.0
SHP26353,Berlin,Delhi,4908.7,electronics,van,2024-05-21 08:32,8,4490.3,0.47,clear,in_transit,0.0
SHP26354,Delhi,Cairo,4712.7,medicine,air,2024-12-12 18:25,18,4842.0,0.28,clear,delayed,16.83
SHP26355,Amsterdam,Los Angeles,1280.4,electronics,van,2023-01-06 09:12,9,6753.5,0.21,clear,delivered,0.0
SHP26356,Delhi,Miami,4950.5,medicine,van,2024-10-27 20:33,20,2817.2,0.26,fog,in_transit,0.0
SHP26357,Houston,Bangkok,2033.9,medicine,rail,2024-02-29 04:27,4,2776.1,0.9,clear,in_transit,0.0
SHP26358,Paris,Amsterdam,2344.1,food,air,2023-03-23 13:28,13,8347.7,1.0,fog,delayed,12.23
SHP26359,Hyderabad,Amsterdam,3277.4,general,air,2024-03-17 18:15,18,8324.7,0.44,clear,delivered,0.0
SHP26360,Chicago,Mumbai,1940.7,medicine,truck,2024-03-25 02:39,2,1314.1,0.71,fog,delayed,17.54
SHP26361,Miami,Sydney,959.0,clothing,van,2023-01-20 16:39,16,8460.4,0.29,clear,in_transit,0.0
SHP26362,Mumbai,Sydney,4557.4,general,air,2023-01-04 08:24,8,3672.7,0.86,cloudy,delayed,18.77
SHP26363,Tokyo,Bangkok,3624.1,clothing,van,2023-12-27 12:14,12,5863.9,0.31,rain,delayed,12.84
SHP26364,Cairo,Los Angeles,1811.5,clothing,van,2024-07-27 09:55,9,3803.8,0.8,rain,delayed,19.06
SHP26365,Berlin,Cairo,926.6,food,air,2024-07-30 23:20,23,2758.9,0.56,clear,in_transit,0.0
SHP26366,Berlin,São Paulo,3625.7,general,air,2024-05-11 06:37,6,6992.6,0.24,rain,delayed,17.6
SHP26367,Shanghai,Paris,192.6,food,air,2023-06-01 23:28,23,5754.0,0.28,rain,delayed,6.69
SHP26368,Mumbai,Nairobi,1739.6,general,van,2024-10-13 18:40,18,9446.2,0.28,rain,delayed,8.81
SHP26369,New York,Paris,2093.2,electronics,air,2023-04-11 19:10,19,3763.6,0.47,cloudy,delayed,4.94
SHP26370,Bangkok,Shanghai,642.4,food,rail,2023-07-31 19:27,19,3620.4,0.58,fog,delivered,0.0
SHP26371,Bangalore,Berlin,1390.0,electronics,air,2023-12-20 14:24,14,8178.0,0.71,clear,delayed,14.33
SHP26372,Berlin,Dubai,1215.2,food,van,2023-04-01 20:37,20,9519.7,0.92,cloudy,delayed,10.08
SHP26373,Madrid,Miami,2372.3,electronics,van,2024-06-22 18:25,18,3596.5,0.46,fog,delayed,17.58
SHP26374,Shanghai,Chennai,1318.8,electronics,van,2024-10-06 02:33,2,3159.3,0.55,fog,delayed,8.72
SHP26375,Paris,Berlin,3053.1,electronics,air,2023-01-11 19:39,19,8827.2,0.76,fog,delayed,21.05
SHP26376,Amsterdam,Bangkok,3512.4,food,truck,2023-10-15 08:10,8,124.8,0.84,fog,delayed,15.03
SHP26377,Nairobi,Bangalore,3189.8,medicine,truck,2023-02-26 20:20,20,3396.9,0.68,rain,delayed,12.28
SHP26378,Hyderabad,Toronto,4597.5,clothing,rail,2023-05-26 14:48,14,679.1,0.66,clear,delayed,9.86
SHP26379,Los Angeles,Tokyo,915.0,general,rail,2024-01-16 04:39,4,3445.6,0.27,cloudy,delivered,0.0
SHP26380,Singapore,Bangkok,851.9,food,air,2023-01-27 20:57,20,8392.4,0.53,clear,delivered,0.0
SHP26381,Los Angeles,London,1486.1,general,rail,2023-01-13 17:56,17,6076.2,0.81,fog,delayed,12.72
SHP26382,Paris,Toronto,687.6,food,air,2024-10-28 21:11,21,6518.8,0.72,cloudy,in_transit,0.0
SHP26383,Chennai,Paris,1341.9,electronics,van,2023-06-22 16:01,16,5543.2,0.3,rain,delayed,10.72
SHP26384,Tokyo,New York,575.1,electronics,truck,2024-03-14 11:01,11,8830.5,0.57,storm,delayed,12.51
SHP26385,Cairo,Chennai,1922.8,food,air,2024-05-22 23:18,23,9418.2,0.64,clear,delayed,9.54
SHP26386,Chicago,Bangkok,436.1,general,rail,2024-02-22 18:32,18,6760.2,0.22,cloudy,in_transit,0.0
SHP26387,Kolkata,Chennai,4485.9,clothing,air,2024-10-07 19:58,19,4351.4,0.7,storm,delayed,18.79
SHP26388,Miami,Houston,3958.0,general,rail,2024-05-11 12:06,12,403.1,0.45,clear,delivered,0.0
SHP26389,Nairobi,Delhi,1329.3,food,rail,2023-03-24 20:57,20,2747.1,0.28,rain,in_transit,0.0
SHP26390,Toronto,Madrid,4238.8,clothing,truck,2024-11-19 02:48,2,1933.3,0.59,storm,delayed,14.44
SHP26391,Nairobi,Shanghai,2604.2,general,truck,2023-12-06 02:41,2,1468.6,0.66,clear,delivered,0.0
SHP26392,Paris,London,4258.9,electronics,van,2024-07-04 17:50,17,9366.4,0.38,storm,delivered,0.0
SHP26393,Paris,Bangalore,253.9,electronics,truck,2023-01-26 03:51,3,3454.3,0.4,cloudy,in_transit,0.0
SHP26394,New York,Dubai,2193.8,clothing,rail,2023-07-27 19:50,19,3874.6,0.29,storm,delayed,13.19
SHP26395,Delhi,Paris,304.7,clothing,air,2023-04-07 14:07,14,9593.1,0.38,rain,delivered,0.0
SHP26396,Berlin,Miami,1526.4,food,truck,2024-01-19 13:49,13,3423.6,0.84,clear,delivered,0.0
SHP26397,Chennai,Cairo,3924.4,electronics,van,2023-09-23 07:41,7,3856.7,0.8,fog,delivered,0.0
SHP26398,Bangkok,Paris,3047.7,clothing,truck,2024-08-16 18:53,18,1249.1,0.96,clear,delayed,18.6
SHP26399,Shanghai,London,2781.9,medicine,air,2023-01-18 17:32,17,6722.0,0.21,rain,delayed,13.78
SHP26400,Kolkata,New York,4305.9,medicine,truck,2023-11-14 04:11,4,8130.4,0.96,clear,delayed,6.82
SHP26401,Houston,Chennai,4417.6,general,van,2024-08-04 06:14,6,5099.9,0.9,cloudy,delayed,10.94
SHP26402,Hyderabad,Kolkata,2486.1,food,rail,2024-10-12 15:57,15,5226.2,0.67,cloudy,in_transit,0.0
SHP26403,Sydney,Kolkata,3728.8,electronics,rail,2023-09-13 12:27,12,9319.6,0.66,storm,delayed,17.17
SHP26404,Los Angeles,Madrid,2741.4,electronics,van,2024-11-26 07:05,7,6198.1,0.25,clear,delivered,0.0
SHP26405,Singapore,Miami,1279.6,clothing,air,2023-07-21 11:28,11,2443.4,0.63,fog,delayed,16.1
SHP26406,Nairobi,Delhi,2782.9,electronics,van,2024-05-13 19:34,19,6734.7,0.95,storm,delayed,22.63
SHP26407,Sydney,Dubai,3198.8,medicine,truck,2023-11-18 16:08,16,8375.1,0.49,cloudy,in_transit,0.0
SHP26408,Cairo,Shanghai,3905.8,electronics,van,2024-08-02 18:25,18,7690.6,0.76,cloudy,in_transit,0.0
SHP26409,London,Shanghai,496.5,medicine,air,2023-03-03 04:30,4,7903.2,0.54,rain,in_transit,0.0
SHP26410,Bangkok,Madrid,1216.7,electronics,air,2024-08-12 10:17,10,8756.2,0.32,storm,delayed,11.87
SHP26411,London,Dubai,2851.2,electronics,air,2024-05-21 15:46,15,5183.6,0.41,clear,delivered,0.0
SHP26412,Houston,Bangalore,1213.5,food,air,2024-05-16 17:28,17,8672.7,0.52,clear,delayed,15.89
SHP26413,Chennai,Chicago,1667.0,food,air,2023-06-29 05:55,5,2074.2,0.36,fog,in_transit,0.0
SHP26414,Toronto,Mumbai,1234.9,clothing,air,2024-10-15 00:42,0,9129.4,0.86,fog,delivered,0.0
SHP26415,Paris,Amsterdam,4967.5,electronics,air,2023-03-18 02:25,2,9792.6,0.35,fog,delayed,14.27
SHP26416,Cairo,Houston,4154.3,food,air,2024-09-16 03:44,3,5214.8,0.81,fog,delayed,19.09
SHP26417,Chicago,Miami,410.7,electronics,truck,2023-10-14 04:50,4,1214.2,0.79,storm,delayed,10.06
SHP26418,Bangkok,Dubai,3255.1,electronics,air,2023-04-15 07:26,7,9541.4,0.41,fog,in_transit,0.0
SHP26419,São Paulo,Bangalore,1255.8,food,van,2024-02-07 03:43,3,7843.7,0.87,fog,delayed,4.97
SHP26420,Chicago,Dubai,1632.7,general,truck,2024-02-05 05:03,5,3344.7,0.34,cloudy,in_transit,0.0
SHP26421,Dubai,London,1981.1,clothing,rail,2024-08-19 22:25,22,9724.2,0.68,fog,delayed,7.42
SHP26422,Hyderabad,Kolkata,3249.8,clothing,rail,2024-06-08 07:40,7,7564.4,0.94,rain,delayed,6.22
SHP26423,Cairo,Chicago,3469.4,clothing,van,2023-05-25 05:00,5,4576.8,0.51,fog,delayed,18.95
SHP26424,Singapore,New York,1512.9,general,van,2024-05-20 09:59,9,307.5,0.94,storm,delivered,0.0
SHP26425,Toronto,Miami,1300.3,electronics,air,2024-04-17 06:43,6,6308.7,0.48,rain,delivered,0.0
SHP26426,Nairobi,Berlin,1182.9,food,truck,2023-03-20 04:00,4,3801.6,0.72,fog,in_transit,0.0
SHP26427,Kolkata,Chennai,3303.6,medicine,van,2024-05-13 17:26,17,125.1,0.76,fog,delayed,17.86
SHP26428,London,Cairo,2936.4,medicine,air,2023-10-20 06:36,6,1600.2,0.48,storm,delayed,12.77
SHP26429,Cairo,London,1949.8,clothing,van,2023-07-31 18:55,18,8816.0,0.63,fog,in_transit,0.0
SHP26430,Cairo,São Paulo,121.4,clothing,truck,2023-03-15 05:19,5,5706.1,0.56,clear,in_transit,0.0
SHP26431,Cairo,Bangalore,744.2,medicine,air,2023-11-12 12:38,12,9694.1,0.61,fog,delayed,12.38
SHP26432,Sydney,Berlin,2930.0,general,van,2023-12-06 03:27,3,6641.9,0.29,fog,delivered,0.0
SHP26433,Delhi,Miami,2594.7,medicine,truck,2023-11-21 16:51,16,5673.2,0.44,fog,delayed,12.99
SHP26434,Nairobi,London,4631.2,electronics,rail,2023-09-06 20:16,20,1362.0,0.94,clear,delayed,16.85
SHP26435,Cairo,New York,2600.9,food,air,2024-09-16 21:19,21,6166.1,0.61,cloudy,delayed,12.8
SHP26436,Tokyo,Hyderabad,350.7,clothing,truck,2023-04-08 03:25,3,3718.9,0.52,clear,delivered,0.0
SHP26437,Madrid,Dubai,4047.9,food,van,2023-02-25 07:46,7,7146.2,0.48,storm,delayed,17.69
SHP26438,São Paulo,Dubai,1648.8,medicine,truck,2024-06-01 17:13,17,902.2,0.84,fog,in_transit,0.0
SHP26439,New York,Sydney,1268.9,electronics,truck,2023-05-23 15:22,15,5499.3,0.89,rain,delayed,9.04
SHP26440,Kolkata,Chicago,1800.3,general,rail,2024-04-07 13:19,13,4829.9,0.87,storm,delayed,17.58
SHP26441,Sydney,São Paulo,3551.6,clothing,air,2024-10-08 16:35,16,4115.2,0.21,cloudy,in_transit,0.0
SHP26442,Dubai,Tokyo,222.9,food,air,2024-11-04 06:47,6,3579.2,0.26,rain,delayed,9.56
SHP26443,Hyderabad,Delhi,4180.4,general,air,2024-11-20 09:52,9,3456.9,0.38,storm,in_transit,0.0
SHP26444,Delhi,Toronto,1943.1,general,truck,2024-03-01 18:48,18,1828.9,0.56,storm,delayed,16.48
SHP26445,Cairo,Houston,3766.1,food,rail,2024-12-07 10:32,10,3841.0,0.7,clear,delayed,19.09
SHP26446,Madrid,Mumbai,3389.5,general,air,2023-10-22 08:27,8,1342.2,0.93,fog,delayed,15.86
SHP26447,Singapore,Bangalore,327.7,general,rail,2023-07-18 02:15,2,425.5,0.75,rain,delivered,0.0
SHP26448,Miami,Chicago,2371.7,clothing,truck,2024-01-21 09:23,9,3432.3,0.39,clear,in_transit,0.0
SHP26449,Mumbai,São Paulo,3306.0,electronics,rail,2023-02-23 07:35,7,431.3,0.68,rain,in_transit,0.0
SHP26450,Sydney,São Paulo,3993.8,food,van,2023-09-01 04:14,4,6083.6,0.3,storm,delayed,12.53
SHP26451,Chennai,São Paulo,1426.8,general,van,2024-08-16 01:34,1,9110.4,0.51,cloudy,in_transit,0.0
SHP26452,Berlin,London,2856.0,electronics,air,2023-04-10 09:54,9,2718.4,0.41,cloudy,delayed,12.41
SHP26453,Houston,Singapore,1065.7,clothing,air,2023-04-10 07:04,7,3549.3,0.88,rain,in_transit,0.0
SHP26454,Madrid,São Paulo,2021.8,medicine,truck,2024-06-25 11:23,11,7800.4,0.96,fog,delayed,12.21
SHP26455,Chennai,Madrid,3853.2,general,rail,2024-06-01 03:52,3,4938.3,0.95,fog,delayed,16.91
SHP26456,Singapore,Delhi,1532.4,food,air,2023-05-08 15:22,15,1519.0,0.4,cloudy,delivered,0.0
SHP26457,Tokyo,Sydney,2931.0,electronics,van,2023-03-30 02:48,2,9510.4,0.82,fog,delivered,0.0
SHP26458,New York,Nairobi,3186.0,electronics,truck,2024-04-14 18:23,18,9552.0,0.95,cloudy,delivered,0.0
SHP26459,Madrid,Amsterdam,2499.6,medicine,air,2024-12-30 12:38,12,8166.5,0.96,fog,delayed,12.31
SHP26460,Chicago,Chennai,4850.9,medicine,rail,2023-03-03 14:31,14,6947.3,0.31,rain,delivered,0.0
SHP26461,Paris,Cairo,3246.3,medicine,van,2024-11-17 17:17,17,1494.4,0.48,clear,delayed,10.4
SHP26462,Nairobi,Chicago,818.6,food,van,2023-02-17 22:38,22,5807.5,0.95,rain,delivered,0.0
SHP26463,Chicago,Mumbai,2754.7,electronics,truck,2023-07-20 20:58,20,7164.4,0.97,fog,delayed,22.75
SHP26464,Toronto,Singapore,3974.7,medicine,air,2024-09-02 23:28,23,2359.8,0.46,fog,delayed,12.96
SHP26465,Bangkok,Mumbai,3094.5,electronics,air,2024-04-24 18:27,18,6428.4,0.72,cloudy,delivered,0.0
SHP26466,Delhi,Los Angeles,3974.0,clothing,truck,2023-10-06 20:41,20,6913.0,0.63,clear,in_transit,0.0
SHP26467,Berlin,Dubai,2854.9,electronics,rail,2023-04-25 10:21,10,9462.4,0.6,cloudy,delayed,9.67
SHP26468,Mumbai,Berlin,4753.0,electronics,air,2024-04-23 21:16,21,9068.6,0.94,cloudy,delayed,17.09
SHP26469,Sydney,Toronto,2628.1,clothing,truck,2023-03-25 17:37,17,4864.8,0.81,clear,delayed,8.09
SHP26470,São Paulo,Kolkata,356.1,food,rail,2023-07-03 07:43,7,4308.8,0.2,clear,delayed,3.99
SHP26471,Cairo,Shanghai,2742.8,medicine,van,2023-06-11 02:39,2,3786.5,0.65,cloudy,delayed,11.98
SHP26472,São Paulo,Berlin,4226.6,electronics,truck,2024-02-18 18:35,18,489.7,0.5,fog,delayed,19.41
SHP26473,Sydney,Madrid,1301.2,general,van,2023-12-21 01:52,1,5227.8,0.52,storm,delayed,16.48
SHP26474,Delhi,Mumbai,3776.3,medicine,air,2024-02-04 01:30,1,6047.9,0.34,clear,delayed,6.92
SHP26475,Sydney,Amsterdam,796.1,general,van,2023-07-21 18:01,18,1447.1,0.99,fog,delayed,16.14
SHP26476,Bangalore,Paris,4924.8,medicine,truck,2023-05-13 09:05,9,1449.6,0.37,rain,delayed,15.05
SHP26477,São Paulo,Sydney,3447.4,general,truck,2023-10-05 08:36,8,5729.7,0.83,storm,delayed,17.46
SHP26478,Toronto,Bangalore,429.0,food,van,2023-01-06 22:01,22,6971.1,0.88,cloudy,delayed,11.47
SHP26479,Singapore,Bangkok,3584.4,food,air,2024-12-31 14:35,14,4282.5,0.97,cloudy,in_transit,0.0
SHP26480,New York,Bangkok,4251.0,electronics,rail,2024-12-05 22:56,22,5689.5,0.9,cloudy,delayed,11.13
SHP26481,Houston,Nairobi,3563.0,electronics,truck,2024-02-12 04:19,4,5028.3,0.42,clear,in_transit,0.0
SHP26482,Paris,Sydney,216.5,electronics,rail,2024-06-27 19:55,19,3985.7,0.33,cloudy,delayed,8.44
SHP26483,Singapore,Bangkok,3914.5,clothing,van,2023-08-04 22:42,22,6317.5,0.63,storm,delayed,16.71
SHP26484,Amsterdam,Los Angeles,4336.6,food,rail,2024-03-10 07:05,7,5308.6,0.47,cloudy,delayed,9.77
SHP26485,Berlin,Chicago,1768.2,medicine,rail,2023-09-29 01:33,1,5300.8,0.62,storm,in_transit,0.0
SHP26486,São Paulo,Berlin,3505.2,medicine,air,2024-02-04 01:36,1,6466.9,0.96,cloudy,delayed,15.55
SHP26487,Dubai,Madrid,1967.7,electronics,van,2024-12-10 15:11,15,8228.1,0.66,rain,in_transit,0.0
SHP26488,Sydney,Tokyo,731.5,electronics,air,2023-07-04 04:19,4,2445.9,0.55,cloudy,in_transit,0.0
SHP26489,New York,Mumbai,2013.8,clothing,air,2023-03-23 12:50,12,2096.2,0.49,rain,delayed,11.61
SHP26490,Miami,São Paulo,4251.5,electronics,rail,2023-05-19 15:32,15,4277.3,0.34,cloudy,delivered,0.0
SHP26491,Sydney,Singapore,3288.3,food,van,2023-02-14 20:14,20,6539.3,0.66,clear,delayed,5.84
SHP26492,Delhi,Berlin,1739.2,medicine,air,2024-05-22 08:05,8,785.5,0.65,rain,delayed,14.8
SHP26493,London,Dubai,3517.0,medicine,air,2023-08-12 09:51,9,1818.0,0.96,cloudy,delayed,12.75
SHP26494,Cairo,São Paulo,4474.6,medicine,rail,2023-09-04 22:03,22,3850.1,0.82,rain,delayed,18.96
SHP26495,Berlin,Hyderabad,4301.3,electronics,truck,2023-01-04 15:31,15,904.0,0.74,storm,delayed,13.62
SHP26496,Tokyo,Nairobi,2850.8,food,truck,2023-02-20 16:46,16,5521.6,0.86,cloudy,in_transit,0.0
SHP26497,Hyderabad,Shanghai,1493.8,clothing,air,2024-01-26 05:51,5,3141.6,0.39,rain,in_transit,0.0
SHP26498,Toronto,Mumbai,4194.1,general,van,2024-01-18 06:12,6,161.1,0.25,rain,delayed,10.56
SHP26499,Berlin,Madrid,3232.1,medicine,rail,2023-09-05 04:18,4,8355.8,0.86,cloudy,delivered,0.0
SHP26500,Los Angeles,Nairobi,4183.4,clothing,air,2024-01-01 21:50,21,557.6,0.61,rain,delayed,14.19
SHP26501,Sydney,Shanghai,709.8,electronics,air,2024-02-01 01:37,1,9000.5,0.68,storm,delayed,13.52
SHP26502,Bangalore,Madrid,246.8,food,air,2024-04-06 14:53,14,8011.7,0.6,rain,delayed,11.11
SHP26503,Kolkata,Cairo,4873.9,clothing,air,2023-08-20 11:42,11,9307.9,0.75,fog,delayed,10.89
SHP26504,Delhi,Amsterdam,2859.4,medicine,van,2023-07-19 09:31,9,6037.4,0.4,rain,delivered,0.0
SHP26505,Bangalore,Sydney,1725.2,food,rail,2024-08-07 12:59,12,4795.3,0.46,rain,in_transit,0.0
SHP26506,Amsterdam,London,714.5,clothing,truck,2023-12-15 10:55,10,9160.1,0.41,storm,delayed,18.7
SHP26507,Amsterdam,Houston,3560.4,food,rail,2023-04-13 06:33,6,2101.5,0.35,fog,delayed,14.01
